date_key,full_date,day,month_number,month_name,year,quarter,quarter_label,week_number,day_name,day_of_week,is_weekend,is_holiday,half_year
20231017,2023-10-17,17,10,October,2023,4,Q4 2023,42,Tuesday,2,0,0,H2 2023
20231018,2023-10-18,18,10,October,2023,4,Q4 2023,42,Wednesday,3,0,0,H2 2023
20231019,2023-10-19,19,10,October,2023,4,Q4 2023,42,Thursday,4,0,0,H2 2023
20231020,2023-10-20,20,10,October,2023,4,Q4 2023,42,Friday,5,0,0,H2 2023
20231021,2023-10-21,21,10,October,2023,4,Q4 2023,42,Saturday,6,1,0,H2 2023
20231022,2023-10-22,22,10,October,2023,4,Q4 2023,42,Sunday,7,1,0,H2 2023
20231023,2023-10-23,23,10,October,2023,4,Q4 2023,43,Monday,1,0,0,H2 2023
20231024,2023-10-24,24,10,October,2023,4,Q4 2023,43,Tuesday,2,0,0,H2 2023
20231025,2023-10-25,25,10,October,2023,4,Q4 2023,43,Wednesday,3,0,0,H2 2023
20231026,2023-10-26,26,10,October,2023,4,Q4 2023,43,Thursday,4,0,0,H2 2023
20231027,2023-10-27,27,10,October,2023,4,Q4 2023,43,Friday,5,0,0,H2 2023
20231028,2023-10-28,28,10,October,2023,4,Q4 2023,43,Saturday,6,1,0,H2 2023
20231029,2023-10-29,29,10,October,2023,4,Q4 2023,43,Sunday,7,1,0,H2 2023
20231030,2023-10-30,30,10,October,2023,4,Q4 2023,44,Monday,1,0,0,H2 2023
20231031,2023-10-31,31,10,October,2023,4,Q4 2023,44,Tuesday,2,0,0,H2 2023
20231101,2023-11-01,1,11,November,2023,4,Q4 2023,44,Wednesday,3,0,0,H2 2023
20231102,2023-11-02,2,11,November,2023,4,Q4 2023,44,Thursday,4,0,0,H2 2023
20231103,2023-11-03,3,11,November,2023,4,Q4 2023,44,Friday,5,0,0,H2 2023
20231104,2023-11-04,4,11,November,2023,4,Q4 2023,44,Saturday,6,1,0,H2 2023
20231105,2023-11-05,5,11,November,2023,4,Q4 2023,44,Sunday,7,1,0,H2 2023
20231106,2023-11-06,6,11,November,2023,4,Q4 2023,45,Monday,1,0,0,H2 2023
20231107,2023-11-07,7,11,November,2023,4,Q4 2023,45,Tuesday,2,0,0,H2 2023
20231108,2023-11-08,8,11,November,2023,4,Q4 2023,45,Wednesday,3,0,0,H2 2023
20231109,2023-11-09,9,11,November,2023,4,Q4 2023,45,Thursday,4,0,0,H2 2023
20231110,2023-11-10,10,11,November,2023,4,Q4 2023,45,Friday,5,0,0,H2 2023
20231111,2023-11-11,11,11,November,2023,4,Q4 2023,45,Saturday,6,1,0,H2 2023
20231112,2023-11-12,12,11,November,2023,4,Q4 2023,45,Sunday,7,1,0,H2 2023
20231113,2023-11-13,13,11,November,2023,4,Q4 2023,46,Monday,1,0,0,H2 2023
20231114,2023-11-14,14,11,November,2023,4,Q4 2023,46,Tuesday,2,0,0,H2 2023
20231115,2023-11-15,15,11,November,2023,4,Q4 2023,46,Wednesday,3,0,0,H2 2023
20231116,2023-11-16,16,11,November,2023,4,Q4 2023,46,Thursday,4,0,0,H2 2023
20231117,2023-11-17,17,11,November,2023,4,Q4 2023,46,Friday,5,0,0,H2 2023
20231118,2023-11-18,18,11,November,2023,4,Q4 2023,46,Saturday,6,1,0,H2 2023
20231119,2023-11-19,19,11,November,2023,4,Q4 2023,46,Sunday,7,1,0,H2 2023
20231120,2023-11-20,20,11,November,2023,4,Q4 2023,47,Monday,1,0,0,H2 2023
20231121,2023-11-21,21,11,November,2023,4,Q4 2023,47,Tuesday,2,0,0,H2 2023
20231122,2023-11-22,22,11,November,2023,4,Q4 2023,47,Wednesday,3,0,0,H2 2023
20231123,2023-11-23,23,11,November,2023,4,Q4 2023,47,Thursday,4,0,0,H2 2023
20231124,2023-11-24,24,11,November,2023,4,Q4 2023,47,Friday,5,0,0,H2 2023
20231125,2023-11-25,25,11,November,2023,4,Q4 2023,47,Saturday,6,1,0,H2 2023
20231126,2023-11-26,26,11,November,2023,4,Q4 2023,47,Sunday,7,1,0,H2 2023
20231127,2023-11-27,27,11,November,2023,4,Q4 2023,48,Monday,1,0,0,H2 2023
20231128,2023-11-28,28,11,November,2023,4,Q4 2023,48,Tuesday,2,0,0,H2 2023
20231129,2023-11-29,29,11,November,2023,4,Q4 2023,48,Wednesday,3,0,0,H2 2023
20231130,2023-11-30,30,11,November,2023,4,Q4 2023,48,Thursday,4,0,0,H2 2023
20231201,2023-12-01,1,12,December,2023,4,Q4 2023,48,Friday,5,0,0,H2 2023
20231202,2023-12-02,2,12,December,2023,4,Q4 2023,48,Saturday,6,1,0,H2 2023
20231203,2023-12-03,3,12,December,2023,4,Q4 2023,48,Sunday,7,1,0,H2 2023
20231204,2023-12-04,4,12,December,2023,4,Q4 2023,49,Monday,1,0,0,H2 2023
20231205,2023-12-05,5,12,December,2023,4,Q4 2023,49,Tuesday,2,0,0,H2 2023
20231206,2023-12-06,6,12,December,2023,4,Q4 2023,49,Wednesday,3,0,0,H2 2023
20231207,2023-12-07,7,12,December,2023,4,Q4 2023,49,Thursday,4,0,0,H2 2023
20231208,2023-12-08,8,12,December,2023,4,Q4 2023,49,Friday,5,0,0,H2 2023
20231209,2023-12-09,9,12,December,2023,4,Q4 2023,49,Saturday,6,1,0,H2 2023
20231210,2023-12-10,10,12,December,2023,4,Q4 2023,49,Sunday,7,1,0,H2 2023
20231211,2023-12-11,11,12,December,2023,4,Q4 2023,50,Monday,1,0,0,H2 2023
20231212,2023-12-12,12,12,December,2023,4,Q4 2023,50,Tuesday,2,0,0,H2 2023
20231213,2023-12-13,13,12,December,2023,4,Q4 2023,50,Wednesday,3,0,0,H2 2023
20231214,2023-12-14,14,12,December,2023,4,Q4 2023,50,Thursday,4,0,0,H2 2023
20231215,2023-12-15,15,12,December,2023,4,Q4 2023,50,Friday,5,0,0,H2 2023
20231216,2023-12-16,16,12,December,2023,4,Q4 2023,50,Saturday,6,1,0,H2 2023
20231217,2023-12-17,17,12,December,2023,4,Q4 2023,50,Sunday,7,1,0,H2 2023
20231218,2023-12-18,18,12,December,2023,4,Q4 2023,51,Monday,1,0,0,H2 2023
20231219,2023-12-19,19,12,December,2023,4,Q4 2023,51,Tuesday,2,0,0,H2 2023
20231220,2023-12-20,20,12,December,2023,4,Q4 2023,51,Wednesday,3,0,0,H2 2023
20231221,2023-12-21,21,12,December,2023,4,Q4 2023,51,Thursday,4,0,0,H2 2023
20231222,2023-12-22,22,12,December,2023,4,Q4 2023,51,Friday,5,0,0,H2 2023
20231223,2023-12-23,23,12,December,2023,4,Q4 2023,51,Saturday,6,1,0,H2 2023
20231224,2023-12-24,24,12,December,2023,4,Q4 2023,51,Sunday,7,1,0,H2 2023
20231225,2023-12-25,25,12,December,2023,4,Q4 2023,52,Monday,1,0,0,H2 2023
20231226,2023-12-26,26,12,December,2023,4,Q4 2023,52,Tuesday,2,0,0,H2 2023
20231227,2023-12-27,27,12,December,2023,4,Q4 2023,52,Wednesday,3,0,0,H2 2023
20231228,2023-12-28,28,12,December,2023,4,Q4 2023,52,Thursday,4,0,0,H2 2023
20231229,2023-12-29,29,12,December,2023,4,Q4 2023,52,Friday,5,0,0,H2 2023
20231230,2023-12-30,30,12,December,2023,4,Q4 2023,52,Saturday,6,1,0,H2 2023
20231231,2023-12-31,31,12,December,2023,4,Q4 2023,52,Sunday,7,1,0,H2 2023
20240101,2024-01-01,1,1,January,2024,1,Q1 2024,1,Monday,1,0,0,H1 2024
20240102,2024-01-02,2,1,January,2024,1,Q1 2024,1,Tuesday,2,0,0,H1 2024
20240103,2024-01-03,3,1,January,2024,1,Q1 2024,1,Wednesday,3,0,0,H1 2024
20240104,2024-01-04,4,1,January,2024,1,Q1 2024,1,Thursday,4,0,0,H1 2024
20240105,2024-01-05,5,1,January,2024,1,Q1 2024,1,Friday,5,0,0,H1 2024
20240106,2024-01-06,6,1,January,2024,1,Q1 2024,1,Saturday,6,1,0,H1 2024
20240107,2024-01-07,7,1,January,2024,1,Q1 2024,1,Sunday,7,1,0,H1 2024
20240108,2024-01-08,8,1,January,2024,1,Q1 2024,2,Monday,1,0,0,H1 2024
20240109,2024-01-09,9,1,January,2024,1,Q1 2024,2,Tuesday,2,0,0,H1 2024
20240110,2024-01-10,10,1,January,2024,1,Q1 2024,2,Wednesday,3,0,0,H1 2024
20240111,2024-01-11,11,1,January,2024,1,Q1 2024,2,Thursday,4,0,0,H1 2024
20240112,2024-01-12,12,1,January,2024,1,Q1 2024,2,Friday,5,0,0,H1 2024
20240113,2024-01-13,13,1,January,2024,1,Q1 2024,2,Saturday,6,1,0,H1 2024
20240114,2024-01-14,14,1,January,2024,1,Q1 2024,2,Sunday,7,1,0,H1 2024
20240115,2024-01-15,15,1,January,2024,1,Q1 2024,3,Monday,1,0,0,H1 2024
20240116,2024-01-16,16,1,January,2024,1,Q1 2024,3,Tuesday,2,0,0,H1 2024
20240117,2024-01-17,17,1,January,2024,1,Q1 2024,3,Wednesday,3,0,0,H1 2024
20240118,2024-01-18,18,1,January,2024,1,Q1 2024,3,Thursday,4,0,0,H1 2024
20240119,2024-01-19,19,1,January,2024,1,Q1 2024,3,Friday,5,0,0,H1 2024
20240120,2024-01-20,20,1,January,2024,1,Q1 2024,3,Saturday,6,1,0,H1 2024
20240121,2024-01-21,21,1,January,2024,1,Q1 2024,3,Sunday,7,1,0,H1 2024
20240122,2024-01-22,22,1,January,2024,1,Q1 2024,4,Monday,1,0,0,H1 2024
20240123,2024-01-23,23,1,January,2024,1,Q1 2024,4,Tuesday,2,0,0,H1 2024
20240124,2024-01-24,24,1,January,2024,1,Q1 2024,4,Wednesday,3,0,0,H1 2024
20240125,2024-01-25,25,1,January,2024,1,Q1 2024,4,Thursday,4,0,0,H1 2024
20240126,2024-01-26,26,1,January,2024,1,Q1 2024,4,Friday,5,0,1,H1 2024
20240127,2024-01-27,27,1,January,2024,1,Q1 2024,4,Saturday,6,1,0,H1 2024
20240128,2024-01-28,28,1,January,2024,1,Q1 2024,4,Sunday,7,1,0,H1 2024
20240129,2024-01-29,29,1,January,2024,1,Q1 2024,5,Monday,1,0,0,H1 2024
20240130,2024-01-30,30,1,January,2024,1,Q1 2024,5,Tuesday,2,0,0,H1 2024
20240131,2024-01-31,31,1,January,2024,1,Q1 2024,5,Wednesday,3,0,0,H1 2024
20240201,2024-02-01,1,2,February,2024,1,Q1 2024,5,Thursday,4,0,0,H1 2024
20240202,2024-02-02,2,2,February,2024,1,Q1 2024,5,Friday,5,0,0,H1 2024
20240203,2024-02-03,3,2,February,2024,1,Q1 2024,5,Saturday,6,1,0,H1 2024
20240204,2024-02-04,4,2,February,2024,1,Q1 2024,5,Sunday,7,1,0,H1 2024
20240205,2024-02-05,5,2,February,2024,1,Q1 2024,6,Monday,1,0,0,H1 2024
20240206,2024-02-06,6,2,February,2024,1,Q1 2024,6,Tuesday,2,0,0,H1 2024
20240207,2024-02-07,7,2,February,2024,1,Q1 2024,6,Wednesday,3,0,0,H1 2024
20240208,2024-02-08,8,2,February,2024,1,Q1 2024,6,Thursday,4,0,0,H1 2024
20240209,2024-02-09,9,2,February,2024,1,Q1 2024,6,Friday,5,0,0,H1 2024
20240210,2024-02-10,10,2,February,2024,1,Q1 2024,6,Saturday,6,1,0,H1 2024
20240211,2024-02-11,11,2,February,2024,1,Q1 2024,6,Sunday,7,1,0,H1 2024
20240212,2024-02-12,12,2,February,2024,1,Q1 2024,7,Monday,1,0,0,H1 2024
20240213,2024-02-13,13,2,February,2024,1,Q1 2024,7,Tuesday,2,0,0,H1 2024
20240214,2024-02-14,14,2,February,2024,1,Q1 2024,7,Wednesday,3,0,0,H1 2024
20240215,2024-02-15,15,2,February,2024,1,Q1 2024,7,Thursday,4,0,0,H1 2024
20240216,2024-02-16,16,2,February,2024,1,Q1 2024,7,Friday,5,0,0,H1 2024
20240217,2024-02-17,17,2,February,2024,1,Q1 2024,7,Saturday,6,1,0,H1 2024
20240218,2024-02-18,18,2,February,2024,1,Q1 2024,7,Sunday,7,1,0,H1 2024
20240219,2024-02-19,19,2,February,2024,1,Q1 2024,8,Monday,1,0,0,H1 2024
20240220,2024-02-20,20,2,February,2024,1,Q1 2024,8,Tuesday,2,0,0,H1 2024
20240221,2024-02-21,21,2,February,2024,1,Q1 2024,8,Wednesday,3,0,0,H1 2024
20240222,2024-02-22,22,2,February,2024,1,Q1 2024,8,Thursday,4,0,0,H1 2024
20240223,2024-02-23,23,2,February,2024,1,Q1 2024,8,Friday,5,0,0,H1 2024
20240224,2024-02-24,24,2,February,2024,1,Q1 2024,8,Saturday,6,1,0,H1 2024
20240225,2024-02-25,25,2,February,2024,1,Q1 2024,8,Sunday,7,1,0,H1 2024
20240226,2024-02-26,26,2,February,2024,1,Q1 2024,9,Monday,1,0,0,H1 2024
20240227,2024-02-27,27,2,February,2024,1,Q1 2024,9,Tuesday,2,0,0,H1 2024
20240228,2024-02-28,28,2,February,2024,1,Q1 2024,9,Wednesday,3,0,0,H1 2024
20240229,2024-02-29,29,2,February,2024,1,Q1 2024,9,Thursday,4,0,0,H1 2024
20240301,2024-03-01,1,3,March,2024,1,Q1 2024,9,Friday,5,0,0,H1 2024
20240302,2024-03-02,2,3,March,2024,1,Q1 2024,9,Saturday,6,1,0,H1 2024
20240303,2024-03-03,3,3,March,2024,1,Q1 2024,9,Sunday,7,1,0,H1 2024
20240304,2024-03-04,4,3,March,2024,1,Q1 2024,10,Monday,1,0,0,H1 2024
20240305,2024-03-05,5,3,March,2024,1,Q1 2024,10,Tuesday,2,0,0,H1 2024
20240306,2024-03-06,6,3,March,2024,1,Q1 2024,10,Wednesday,3,0,0,H1 2024
20240307,2024-03-07,7,3,March,2024,1,Q1 2024,10,Thursday,4,0,0,H1 2024
20240308,2024-03-08,8,3,March,2024,1,Q1 2024,10,Friday,5,0,0,H1 2024
20240309,2024-03-09,9,3,March,2024,1,Q1 2024,10,Saturday,6,1,0,H1 2024
20240310,2024-03-10,10,3,March,2024,1,Q1 2024,10,Sunday,7,1,0,H1 2024
20240311,2024-03-11,11,3,March,2024,1,Q1 2024,11,Monday,1,0,0,H1 2024
20240312,2024-03-12,12,3,March,2024,1,Q1 2024,11,Tuesday,2,0,0,H1 2024
20240313,2024-03-13,13,3,March,2024,1,Q1 2024,11,Wednesday,3,0,0,H1 2024
20240314,2024-03-14,14,3,March,2024,1,Q1 2024,11,Thursday,4,0,0,H1 2024
20240315,2024-03-15,15,3,March,2024,1,Q1 2024,11,Friday,5,0,0,H1 2024
20240316,2024-03-16,16,3,March,2024,1,Q1 2024,11,Saturday,6,1,0,H1 2024
20240317,2024-03-17,17,3,March,2024,1,Q1 2024,11,Sunday,7,1,0,H1 2024
20240318,2024-03-18,18,3,March,2024,1,Q1 2024,12,Monday,1,0,0,H1 2024
20240319,2024-03-19,19,3,March,2024,1,Q1 2024,12,Tuesday,2,0,0,H1 2024
20240320,2024-03-20,20,3,March,2024,1,Q1 2024,12,Wednesday,3,0,0,H1 2024
20240321,2024-03-21,21,3,March,2024,1,Q1 2024,12,Thursday,4,0,0,H1 2024
20240322,2024-03-22,22,3,March,2024,1,Q1 2024,12,Friday,5,0,0,H1 2024
20240323,2024-03-23,23,3,March,2024,1,Q1 2024,12,Saturday,6,1,0,H1 2024
20240324,2024-03-24,24,3,March,2024,1,Q1 2024,12,Sunday,7,1,0,H1 2024
20240325,2024-03-25,25,3,March,2024,1,Q1 2024,13,Monday,1,0,0,H1 2024
20240326,2024-03-26,26,3,March,2024,1,Q1 2024,13,Tuesday,2,0,0,H1 2024
20240327,2024-03-27,27,3,March,2024,1,Q1 2024,13,Wednesday,3,0,0,H1 2024
20240328,2024-03-28,28,3,March,2024,1,Q1 2024,13,Thursday,4,0,0,H1 2024
20240329,2024-03-29,29,3,March,2024,1,Q1 2024,13,Friday,5,0,0,H1 2024
20240330,2024-03-30,30,3,March,2024,1,Q1 2024,13,Saturday,6,1,0,H1 2024
20240331,2024-03-31,31,3,March,2024,1,Q1 2024,13,Sunday,7,1,0,H1 2024
20240401,2024-04-01,1,4,April,2024,2,Q2 2024,14,Monday,1,0,0,H1 2024
20240402,2024-04-02,2,4,April,2024,2,Q2 2024,14,Tuesday,2,0,0,H1 2024
20240403,2024-04-03,3,4,April,2024,2,Q2 2024,14,Wednesday,3,0,0,H1 2024
20240404,2024-04-04,4,4,April,2024,2,Q2 2024,14,Thursday,4,0,0,H1 2024
20240405,2024-04-05,5,4,April,2024,2,Q2 2024,14,Friday,5,0,0,H1 2024
20240406,2024-04-06,6,4,April,2024,2,Q2 2024,14,Saturday,6,1,0,H1 2024
20240407,2024-04-07,7,4,April,2024,2,Q2 2024,14,Sunday,7,1,0,H1 2024
20240408,2024-04-08,8,4,April,2024,2,Q2 2024,15,Monday,1,0,0,H1 2024
20240409,2024-04-09,9,4,April,2024,2,Q2 2024,15,Tuesday,2,0,0,H1 2024
20240410,2024-04-10,10,4,April,2024,2,Q2 2024,15,Wednesday,3,0,0,H1 2024
20240411,2024-04-11,11,4,April,2024,2,Q2 2024,15,Thursday,4,0,0,H1 2024
20240412,2024-04-12,12,4,April,2024,2,Q2 2024,15,Friday,5,0,0,H1 2024
20240413,2024-04-13,13,4,April,2024,2,Q2 2024,15,Saturday,6,1,0,H1 2024
20240414,2024-04-14,14,4,April,2024,2,Q2 2024,15,Sunday,7,1,0,H1 2024
20240415,2024-04-15,15,4,April,2024,2,Q2 2024,16,Monday,1,0,0,H1 2024
20240416,2024-04-16,16,4,April,2024,2,Q2 2024,16,Tuesday,2,0,0,H1 2024
20240417,2024-04-17,17,4,April,2024,2,Q2 2024,16,Wednesday,3,0,0,H1 2024
20240418,2024-04-18,18,4,April,2024,2,Q2 2024,16,Thursday,4,0,0,H1 2024
20240419,2024-04-19,19,4,April,2024,2,Q2 2024,16,Friday,5,0,0,H1 2024
20240420,2024-04-20,20,4,April,2024,2,Q2 2024,16,Saturday,6,1,0,H1 2024
20240421,2024-04-21,21,4,April,2024,2,Q2 2024,16,Sunday,7,1,0,H1 2024
20240422,2024-04-22,22,4,April,2024,2,Q2 2024,17,Monday,1,0,0,H1 2024
20240423,2024-04-23,23,4,April,2024,2,Q2 2024,17,Tuesday,2,0,0,H1 2024
20240424,2024-04-24,24,4,April,2024,2,Q2 2024,17,Wednesday,3,0,0,H1 2024
20240425,2024-04-25,25,4,April,2024,2,Q2 2024,17,Thursday,4,0,0,H1 2024
20240426,2024-04-26,26,4,April,2024,2,Q2 2024,17,Friday,5,0,0,H1 2024
20240427,2024-04-27,27,4,April,2024,2,Q2 2024,17,Saturday,6,1,0,H1 2024
20240428,2024-04-28,28,4,April,2024,2,Q2 2024,17,Sunday,7,1,0,H1 2024
20240429,2024-04-29,29,4,April,2024,2,Q2 2024,18,Monday,1,0,0,H1 2024
20240430,2024-04-30,30,4,April,2024,2,Q2 2024,18,Tuesday,2,0,0,H1 2024
20240501,2024-05-01,1,5,May,2024,2,Q2 2024,18,Wednesday,3,0,0,H1 2024
20240502,2024-05-02,2,5,May,2024,2,Q2 2024,18,Thursday,4,0,0,H1 2024
20240503,2024-05-03,3,5,May,2024,2,Q2 2024,18,Friday,5,0,0,H1 2024
20240504,2024-05-04,4,5,May,2024,2,Q2 2024,18,Saturday,6,1,0,H1 2024
20240505,2024-05-05,5,5,May,2024,2,Q2 2024,18,Sunday,7,1,0,H1 2024
20240506,2024-05-06,6,5,May,2024,2,Q2 2024,19,Monday,1,0,0,H1 2024
20240507,2024-05-07,7,5,May,2024,2,Q2 2024,19,Tuesday,2,0,0,H1 2024
20240508,2024-05-08,8,5,May,2024,2,Q2 2024,19,Wednesday,3,0,0,H1 2024
20240509,2024-05-09,9,5,May,2024,2,Q2 2024,19,Thursday,4,0,0,H1 2024
20240510,2024-05-10,10,5,May,2024,2,Q2 2024,19,Friday,5,0,0,H1 2024
20240511,2024-05-11,11,5,May,2024,2,Q2 2024,19,Saturday,6,1,0,H1 2024
20240512,2024-05-12,12,5,May,2024,2,Q2 2024,19,Sunday,7,1,0,H1 2024
20240513,2024-05-13,13,5,May,2024,2,Q2 2024,20,Monday,1,0,0,H1 2024
20240514,2024-05-14,14,5,May,2024,2,Q2 2024,20,Tuesday,2,0,0,H1 2024
20240515,2024-05-15,15,5,May,2024,2,Q2 2024,20,Wednesday,3,0,0,H1 2024
20240516,2024-05-16,16,5,May,2024,2,Q2 2024,20,Thursday,4,0,0,H1 2024
20240517,2024-05-17,17,5,May,2024,2,Q2 2024,20,Friday,5,0,0,H1 2024
20240518,2024-05-18,18,5,May,2024,2,Q2 2024,20,Saturday,6,1,0,H1 2024
20240519,2024-05-19,19,5,May,2024,2,Q2 2024,20,Sunday,7,1,0,H1 2024
20240520,2024-05-20,20,5,May,2024,2,Q2 2024,21,Monday,1,0,0,H1 2024
20240521,2024-05-21,21,5,May,2024,2,Q2 2024,21,Tuesday,2,0,0,H1 2024
20240522,2024-05-22,22,5,May,2024,2,Q2 2024,21,Wednesday,3,0,0,H1 2024
20240523,2024-05-23,23,5,May,2024,2,Q2 2024,21,Thursday,4,0,0,H1 2024
20240524,2024-05-24,24,5,May,2024,2,Q2 2024,21,Friday,5,0,0,H1 2024
20240525,2024-05-25,25,5,May,2024,2,Q2 2024,21,Saturday,6,1,0,H1 2024
20240526,2024-05-26,26,5,May,2024,2,Q2 2024,21,Sunday,7,1,0,H1 2024
20240527,2024-05-27,27,5,May,2024,2,Q2 2024,22,Monday,1,0,0,H1 2024
20240528,2024-05-28,28,5,May,2024,2,Q2 2024,22,Tuesday,2,0,0,H1 2024
20240529,2024-05-29,29,5,May,2024,2,Q2 2024,22,Wednesday,3,0,0,H1 2024
20240530,2024-05-30,30,5,May,2024,2,Q2 2024,22,Thursday,4,0,0,H1 2024
20240531,2024-05-31,31,5,May,2024,2,Q2 2024,22,Friday,5,0,0,H1 2024
20240601,2024-06-01,1,6,June,2024,2,Q2 2024,22,Saturday,6,1,0,H1 2024
20240602,2024-06-02,2,6,June,2024,2,Q2 2024,22,Sunday,7,1,0,H1 2024
20240603,2024-06-03,3,6,June,2024,2,Q2 2024,23,Monday,1,0,0,H1 2024
20240604,2024-06-04,4,6,June,2024,2,Q2 2024,23,Tuesday,2,0,0,H1 2024
20240605,2024-06-05,5,6,June,2024,2,Q2 2024,23,Wednesday,3,0,0,H1 2024
20240606,2024-06-06,6,6,June,2024,2,Q2 2024,23,Thursday,4,0,0,H1 2024
20240607,2024-06-07,7,6,June,2024,2,Q2 2024,23,Friday,5,0,0,H1 2024
20240608,2024-06-08,8,6,June,2024,2,Q2 2024,23,Saturday,6,1,0,H1 2024
20240609,2024-06-09,9,6,June,2024,2,Q2 2024,23,Sunday,7,1,0,H1 2024
20240610,2024-06-10,10,6,June,2024,2,Q2 2024,24,Monday,1,0,0,H1 2024
20240611,2024-06-11,11,6,June,2024,2,Q2 2024,24,Tuesday,2,0,0,H1 2024
20240612,2024-06-12,12,6,June,2024,2,Q2 2024,24,Wednesday,3,0,0,H1 2024
20240613,2024-06-13,13,6,June,2024,2,Q2 2024,24,Thursday,4,0,0,H1 2024
20240614,2024-06-14,14,6,June,2024,2,Q2 2024,24,Friday,5,0,0,H1 2024
20240615,2024-06-15,15,6,June,2024,2,Q2 2024,24,Saturday,6,1,0,H1 2024
20240616,2024-06-16,16,6,June,2024,2,Q2 2024,24,Sunday,7,1,0,H1 2024
20240617,2024-06-17,17,6,June,2024,2,Q2 2024,25,Monday,1,0,0,H1 2024
20240618,2024-06-18,18,6,June,2024,2,Q2 2024,25,Tuesday,2,0,0,H1 2024
20240619,2024-06-19,19,6,June,2024,2,Q2 2024,25,Wednesday,3,0,0,H1 2024
20240620,2024-06-20,20,6,June,2024,2,Q2 2024,25,Thursday,4,0,0,H1 2024
20240621,2024-06-21,21,6,June,2024,2,Q2 2024,25,Friday,5,0,0,H1 2024
20240622,2024-06-22,22,6,June,2024,2,Q2 2024,25,Saturday,6,1,0,H1 2024
20240623,2024-06-23,23,6,June,2024,2,Q2 2024,25,Sunday,7,1,0,H1 2024
20240624,2024-06-24,24,6,June,2024,2,Q2 2024,26,Monday,1,0,0,H1 2024
20240625,2024-06-25,25,6,June,2024,2,Q2 2024,26,Tuesday,2,0,0,H1 2024
20240626,2024-06-26,26,6,June,2024,2,Q2 2024,26,Wednesday,3,0,0,H1 2024
20240627,2024-06-27,27,6,June,2024,2,Q2 2024,26,Thursday,4,0,0,H1 2024
20240628,2024-06-28,28,6,June,2024,2,Q2 2024,26,Friday,5,0,0,H1 2024
20240629,2024-06-29,29,6,June,2024,2,Q2 2024,26,Saturday,6,1,0,H1 2024
20240630,2024-06-30,30,6,June,2024,2,Q2 2024,26,Sunday,7,1,0,H1 2024
20240701,2024-07-01,1,7,July,2024,3,Q3 2024,27,Monday,1,0,0,H2 2024
20240702,2024-07-02,2,7,July,2024,3,Q3 2024,27,Tuesday,2,0,0,H2 2024
20240703,2024-07-03,3,7,July,2024,3,Q3 2024,27,Wednesday,3,0,0,H2 2024
20240704,2024-07-04,4,7,July,2024,3,Q3 2024,27,Thursday,4,0,0,H2 2024
20240705,2024-07-05,5,7,July,2024,3,Q3 2024,27,Friday,5,0,0,H2 2024
20240706,2024-07-06,6,7,July,2024,3,Q3 2024,27,Saturday,6,1,0,H2 2024
20240707,2024-07-07,7,7,July,2024,3,Q3 2024,27,Sunday,7,1,0,H2 2024
20240708,2024-07-08,8,7,July,2024,3,Q3 2024,28,Monday,1,0,0,H2 2024
20240709,2024-07-09,9,7,July,2024,3,Q3 2024,28,Tuesday,2,0,0,H2 2024
20240710,2024-07-10,10,7,July,2024,3,Q3 2024,28,Wednesday,3,0,0,H2 2024
20240711,2024-07-11,11,7,July,2024,3,Q3 2024,28,Thursday,4,0,0,H2 2024
20240712,2024-07-12,12,7,July,2024,3,Q3 2024,28,Friday,5,0,0,H2 2024
20240713,2024-07-13,13,7,July,2024,3,Q3 2024,28,Saturday,6,1,0,H2 2024
20240714,2024-07-14,14,7,July,2024,3,Q3 2024,28,Sunday,7,1,0,H2 2024
20240715,2024-07-15,15,7,July,2024,3,Q3 2024,29,Monday,1,0,0,H2 2024
20240716,2024-07-16,16,7,July,2024,3,Q3 2024,29,Tuesday,2,0,0,H2 2024
20240717,2024-07-17,17,7,July,2024,3,Q3 2024,29,Wednesday,3,0,0,H2 2024
20240718,2024-07-18,18,7,July,2024,3,Q3 2024,29,Thursday,4,0,0,H2 2024
20240719,2024-07-19,19,7,July,2024,3,Q3 2024,29,Friday,5,0,0,H2 2024
20240720,2024-07-20,20,7,July,2024,3,Q3 2024,29,Saturday,6,1,0,H2 2024
20240721,2024-07-21,21,7,July,2024,3,Q3 2024,29,Sunday,7,1,0,H2 2024
20240722,2024-07-22,22,7,July,2024,3,Q3 2024,30,Monday,1,0,0,H2 2024
20240723,2024-07-23,23,7,July,2024,3,Q3 2024,30,Tuesday,2,0,0,H2 2024
20240724,2024-07-24,24,7,July,2024,3,Q3 2024,30,Wednesday,3,0,0,H2 2024
20240725,2024-07-25,25,7,July,2024,3,Q3 2024,30,Thursday,4,0,0,H2 2024
20240726,2024-07-26,26,7,July,2024,3,Q3 2024,30,Friday,5,0,0,H2 2024
20240727,2024-07-27,27,7,July,2024,3,Q3 2024,30,Saturday,6,1,0,H2 2024
20240728,2024-07-28,28,7,July,2024,3,Q3 2024,30,Sunday,7,1,0,H2 2024
20240729,2024-07-29,29,7,July,2024,3,Q3 2024,31,Monday,1,0,0,H2 2024
20240730,2024-07-30,30,7,July,2024,3,Q3 2024,31,Tuesday,2,0,0,H2 2024
20240731,2024-07-31,31,7,July,2024,3,Q3 2024,31,Wednesday,3,0,0,H2 2024
20240801,2024-08-01,1,8,August,2024,3,Q3 2024,31,Thursday,4,0,0,H2 2024
